brand,model,year,engine_size,fuel_type,transmission,mileage,car_type,drive_type,price
Hyundai,Elantra,2020,3.0,Hybrid,Manual,145101,SUV,RWD,989281
Hyundai,Sonata,2020,2.0,Diesel,Automatic,105596,SUV,RWD,2681484
Hyundai,Tucson,2010,2.0,Electric,Automatic,198943,SUV,AWD,4143034
Honda,Civic,2021,3.8,Hybrid,Automatic,22151,Sedan,RWD,4414811
Kia,Picanto,2021,3.9,Hybrid,Manual,59111,SUV,FWD,1992532
Suzuki,Swift,2012,1.4,Diesel,CVT,122160,Hatchback,FWD,1995615
Honda,BR-V,2018,2.3,Petrol,Manual,118284,Sedan,RWD,2231014
Honda,Civic,2015,3.7,Diesel,Automatic,98089,Sedan,FWD,2609641
Toyota,Corolla,2023,1.4,Electric,Manual,196831,Hatchback,FWD,6465413
Kia,Sportage,2010,3.8,Electric,CVT,88269,Sedan,FWD,6606982
Toyota,Fortuner,2011,2.1,Diesel,Manual,75412,Truck,RWD,3065319
Toyota,Yaris,2008,1.6,Petrol,Automatic,68914,Truck,AWD,6820400
Hyundai,Tucson,2015,1.3,Hybrid,CVT,147925,Truck,FWD,865483
Hyundai,Elantra,2012,2.4,Diesel,Manual,153007,Truck,RWD,6540594
Honda,Civic,2019,1.2,Petrol,CVT,75678,SUV,FWD,1619656
Honda,BR-V,2009,2.1,Petrol,Manual,25207,SUV,RWD,2843199
Honda,Accord,2022,2.5,Electric,Automatic,7689,Truck,FWD,6710460
Hyundai,Tucson,2005,1.9,Petrol,Automatic,197325,Hatchback,AWD,5125127
Hyundai,Sonata,2009,1.7,Petrol,CVT,28821,Truck,AWD,1661025
Toyota,Fortuner,2007,3.0,Electric,Automatic,154577,SUV,FWD,2296320
Honda,City,2007,2.0,Hybrid,CVT,129760,Sedan,AWD,6092942
Toyota,Camry,2006,1.8,Diesel,Manual,127361,Truck,FWD,4929949
Honda,BR-V,2020,0.8,Diesel,Manual,66731,Truck,AWD,1249995
Kia,Cerato,2022,1.5,Electric,CVT,117444,Hatchback,AWD,1983976
Suzuki,Cultus,2018,1.7,Petrol,Automatic,27220,Truck,FWD,963389
Honda,Accord,2016,2.9,Diesel,Manual,40714,SUV,RWD,7362202
Suzuki,Cultus,2022,3.2,Petrol,CVT,151119,Sedan,AWD,3816804
Honda,BR-V,2022,2.0,Diesel,CVT,74615,Truck,FWD,6975364
Toyota,Camry,2019,2.1,Electric,Automatic,64327,Truck,FWD,7586377
Honda,BR-V,2007,1.7,Hybrid,Automatic,80870,Truck,FWD,5526990
Honda,Civic,2014,2.2,Electric,Automatic,137053,Sedan,RWD,2200580
Kia,Sportage,2019,2.9,Electric,Manual,175185,Sedan,AWD,1904945
Suzuki,Alto,2007,0.9,Hybrid,CVT,142571,SUV,AWD,6082759
Hyundai,Sonata,2006,2.0,Diesel,Automatic,89343,SUV,FWD,6674601
Honda,Accord,2021,3.3,Hybrid,Automatic,76448,Hatchback,FWD,4253028
Kia,Sportage,2010,3.0,Hybrid,CVT,158855,Sedan,AWD,1627297
Hyundai,Sonata,2014,2.4,Electric,Automatic,86852,Sedan,FWD,5560293
Kia,Sportage,2008,2.1,Electric,Automatic,32749,Truck,AWD,5762834
Toyota,Camry,2018,3.8,Petrol,CVT,118795,SUV,FWD,6249148
Honda,Accord,2012,3.5,Diesel,Automatic,70090,Hatchback,AWD,4071321
Hyundai,Sonata,2014,3.2,Electric,Automatic,30657,Hatchback,AWD,3309068
Toyota,Corolla,2009,1.1,Diesel,CVT,112154,Sedan,FWD,2001564
Hyundai,Tucson,2010,0.8,Petrol,CVT,58160,Truck,FWD,942318
Toyota,Corolla,2014,3.8,Electric,Automatic,78276,Sedan,RWD,5271217
Kia,Picanto,2018,3.0,Hybrid,Automatic,74623,Truck,AWD,5183420
Suzuki,Cultus,2018,1.7,Petrol,Manual,127010,SUV,FWD,7269120
Suzuki,Alto,2019,1.4,Electric,CVT,110240,SUV,FWD,3853583
Suzuki,Swift,2005,2.9,Hybrid,CVT,187204,Truck,FWD,1327429
Hyundai,Elantra,2014,2.7,Diesel,Manual,139293,Sedan,AWD,3480530
Hyundai,Sonata,2020,3.4,Diesel,Manual,113325,Hatchback,FWD,7769767
Suzuki,Alto,2010,3.6,Petrol,Automatic,20346,Truck,RWD,4331845
Suzuki,WagonR,2015,1.7,Electric,Manual,103007,Truck,FWD,7956747
Toyota,Fortuner,2006,3.6,Diesel,Automatic,185609,Sedan,FWD,4107828
Suzuki,Alto,2019,3.7,Hybrid,CVT,169562,SUV,AWD,2928312
Toyota,Yaris,2009,1.1,Hybrid,CVT,128937,Truck,FWD,3302960
Kia,Cerato,2010,3.5,Diesel,Manual,38035,SUV,AWD,900363
Suzuki,Alto,2012,3.4,Electric,CVT,28558,Truck,AWD,3945902
Kia,Picanto,2010,3.0,Electric,Automatic,185507,Sedan,FWD,2263554
Hyundai,Elantra,2012,1.9,Diesel,Manual,51469,Sedan,AWD,5114443
Toyota,Fortuner,2007,1.2,Electric,CVT,139508,SUV,FWD,6190875
Hyundai,Elantra,2010,3.6,Hybrid,Manual,27477,SUV,FWD,6739183
Toyota,Fortuner,2014,3.7,Electric,Automatic,8309,Sedan,AWD,2385525
Kia,Cerato,2016,3.2,Petrol,Automatic,105313,Sedan,RWD,7262377
Suzuki,Alto,2005,2.1,Petrol,Manual,32229,Hatchback,AWD,3482706
Honda,Civic,2022,1.4,Electric,CVT,62011,Truck,FWD,5941399
Toyota,Yaris,2020,1.8,Diesel,Automatic,24596,Sedan,FWD,5261960
Kia,Picanto,2010,2.6,Diesel,Automatic,127494,Truck,FWD,7488979
Toyota,Fortuner,2022,2.9,Diesel,Automatic,185650,Hatchback,FWD,3195050
Kia,Sportage,2017,2.6,Electric,Manual,94946,Sedan,FWD,2086096
Kia,Picanto,2013,2.5,Electric,Manual,46046,Sedan,AWD,7600610
Hyundai,Tucson,2021,0.8,Diesel,Manual,173395,Hatchback,AWD,1501680
Kia,Picanto,2018,1.2,Diesel,Automatic,156255,Hatchback,FWD,5536306
Hyundai,Tucson,2008,1.9,Hybrid,Manual,126798,Truck,FWD,6455332
Suzuki,Cultus,2021,3.9,Electric,CVT,63485,Truck,AWD,1341849
Toyota,Camry,2010,3.1,Hybrid,Automatic,132150,SUV,AWD,7538377
Honda,City,2005,3.4,Electric,Automatic,69350,Truck,RWD,2817705
Toyota,Yaris,2009,2.5,Petrol,Automatic,97489,Hatchback,RWD,4652675
Hyundai,Elantra,2022,3.3,Electric,Automatic,101854,SUV,AWD,3385804
Toyota,Camry,2022,1.2,Petrol,CVT,123632,Sedan,FWD,6082857
Suzuki,Swift,2023,3.2,Petrol,CVT,130715,Truck,FWD,1355716
Suzuki,Alto,2011,3.1,Hybrid,Automatic,54354,Truck,RWD,3829293
Kia,Picanto,2013,2.8,Diesel,Automatic,53608,SUV,FWD,7414878
Toyota,Fortuner,2010,2.7,Electric,Automatic,186141,Hatchback,FWD,5799938
Honda,BR-V,2019,1.1,Electric,Manual,157813,Hatchback,FWD,2877637
Kia,Picanto,2009,1.4,Electric,Automatic,164337,Hatchback,FWD,3539000
Honda,BR-V,2023,2.3,Electric,CVT,44515,SUV,AWD,847182
Toyota,Corolla,2022,3.4,Hybrid,CVT,9583,Hatchback,RWD,4065049
Hyundai,Elantra,2007,2.8,Electric,Manual,164113,SUV,AWD,2918175
Toyota,Yaris,2022,2.0,Electric,CVT,38304,Hatchback,AWD,5543083
Kia,Cerato,2013,2.1,Petrol,Automatic,88857,Hatchback,RWD,4161537
Hyundai,Elantra,2011,3.5,Diesel,Automatic,173765,SUV,FWD,1595217
Kia,Picanto,2017,3.6,Hybrid,CVT,136181,Truck,AWD,3387609
Suzuki,Swift,2006,2.1,Electric,CVT,99911,SUV,RWD,4895049
Suzuki,Swift,2007,3.5,Electric,CVT,142845,Sedan,AWD,2599078
Kia,Picanto,2023,1.4,Diesel,Automatic,112585,SUV,AWD,7267426
Toyota,Yaris,2010,3.4,Electric,CVT,139423,Hatchback,RWD,816463
Honda,Accord,2022,3.6,Electric,Automatic,194133,Hatchback,RWD,2431378
Hyundai,Elantra,2011,1.3,Petrol,Manual,72302,Truck,RWD,1991842
Kia,Cerato,2019,2.8,Hybrid,Manual,6293,Truck,RWD,3121101
Kia,Picanto,2015,1.3,Diesel,Manual,100535,Sedan,RWD,2330309
Honda,Accord,2022,2.5,Hybrid,Manual,114824,Truck,AWD,1703127
Suzuki,Swift,2010,1.9,Electric,Automatic,139832,Sedan,AWD,5048210
Kia,Cerato,2012,2.5,Petrol,CVT,71053,Sedan,RWD,1491701
Kia,Cerato,2023,0.9,Electric,Manual,105727,Truck,FWD,7948121
Toyota,Corolla,2017,1.8,Hybrid,Manual,185714,Truck,AWD,7151430
Suzuki,Swift,2009,1.7,Hybrid,CVT,195820,Hatchback,FWD,5055872
Honda,Accord,2005,3.0,Electric,CVT,99060,SUV,AWD,6781490
Hyundai,Tucson,2018,1.7,Diesel,Manual,27093,Truck,AWD,7474319
Suzuki,Alto,2017,2.7,Hybrid,Automatic,93007,SUV,AWD,3891337
Honda,Civic,2022,1.2,Diesel,Manual,61824,Sedan,RWD,6109933
Suzuki,Cultus,2023,2.3,Petrol,Automatic,152050,SUV,RWD,7875472
Suzuki,WagonR,2006,1.2,Petrol,Automatic,90777,Truck,AWD,5851165
Honda,Civic,2008,1.7,Hybrid,Automatic,52262,Sedan,FWD,4265560
Toyota,Camry,2017,2.4,Electric,Manual,188860,SUV,AWD,4615298
Kia,Cerato,2008,4.0,Electric,CVT,39320,Truck,FWD,2659445
Toyota,Yaris,2009,1.0,Diesel,CVT,76366,Hatchback,AWD,3794532
Kia,Picanto,2006,2.8,Petrol,Manual,143730,Sedan,RWD,7703662
Toyota,Camry,2010,2.9,Diesel,CVT,42048,Sedan,RWD,3568236
Suzuki,WagonR,2011,3.7,Diesel,Automatic,136388,SUV,FWD,3265159
Suzuki,Cultus,2007,1.1,Diesel,CVT,82601,Hatchback,FWD,6749785
Honda,BR-V,2023,1.6,Diesel,Manual,106670,Sedan,AWD,1449676
Hyundai,Tucson,2014,1.2,Petrol,CVT,28881,SUV,RWD,6117636
Honda,Civic,2022,1.9,Electric,CVT,35198,Sedan,FWD,7142745
Suzuki,Swift,2005,2.8,Electric,Automatic,89167,Hatchback,FWD,1816831
Toyota,Fortuner,2005,1.3,Petrol,CVT,61361,SUV,FWD,1520820
Toyota,Yaris,2020,2.6,Petrol,CVT,193679,SUV,FWD,4292926
Toyota,Yaris,2022,3.4,Hybrid,Manual,49645,Sedan,FWD,7895651
Toyota,Corolla,2019,2.9,Diesel,CVT,55720,Truck,FWD,5482590
Honda,City,2009,3.6,Diesel,CVT,116529,Hatchback,AWD,5254085
Kia,Cerato,2006,3.1,Hybrid,CVT,143029,SUV,FWD,6854598
Hyundai,Sonata,2009,1.3,Petrol,Automatic,196055,Sedan,AWD,3581659
Honda,Accord,2007,2.0,Petrol,Manual,154339,Hatchback,RWD,5832573
Hyundai,Sonata,2021,3.3,Petrol,Manual,99313,Hatchback,AWD,3965859
Hyundai,Tucson,2023,1.2,Hybrid,Manual,188397,Sedan,AWD,4488552
Hyundai,Tucson,2007,1.8,Hybrid,Automatic,9834,Truck,RWD,2880502
Kia,Sportage,2007,1.8,Diesel,Manual,88823,SUV,RWD,1990566
Kia,Picanto,2020,1.9,Hybrid,Automatic,82045,Truck,FWD,5804995
Kia,Picanto,2016,2.5,Electric,Manual,47674,Hatchback,AWD,1987519
Suzuki,WagonR,2016,1.5,Diesel,Automatic,96115,SUV,FWD,4831521
Honda,Civic,2017,1.7,Hybrid,CVT,191404,Truck,RWD,6356393
Suzuki,Alto,2015,1.5,Diesel,Automatic,191120,Truck,AWD,2669031
Hyundai,Sonata,2005,3.3,Petrol,CVT,110081,Truck,RWD,2607439
Suzuki,WagonR,2006,1.2,Diesel,Manual,146739,SUV,RWD,2129998
Hyundai,Tucson,2007,2.3,Petrol,Automatic,11414,SUV,RWD,2774304
Honda,City,2005,1.7,Petrol,Manual,83096,SUV,RWD,7857929
Toyota,Camry,2019,1.7,Petrol,CVT,30918,Truck,AWD,1440406
Honda,Civic,2016,3.7,Hybrid,CVT,76262,Hatchback,AWD,5781573
Toyota,Corolla,2016,2.6,Hybrid,Manual,74977,SUV,RWD,7685597
Hyundai,Tucson,2006,3.6,Diesel,CVT,149720,Truck,RWD,2268210
Honda,Accord,2017,2.7,Petrol,CVT,135583,Truck,AWD,4275203
Toyota,Fortuner,2009,2.5,Petrol,Automatic,131493,Hatchback,RWD,4078604
Honda,Civic,2023,2.0,Petrol,Automatic,134241,SUV,AWD,1390205
Honda,City,2020,1.4,Electric,Automatic,191825,SUV,RWD,3428791
Suzuki,Cultus,2015,1.0,Electric,Automatic,107535,Truck,FWD,5476573
Hyundai,Tucson,2022,1.6,Petrol,Manual,120788,Truck,AWD,2164876
Honda,City,2023,2.1,Hybrid,Manual,40178,Sedan,AWD,2558551
Toyota,Yaris,2016,1.9,Hybrid,CVT,56382,Sedan,AWD,7799465
Honda,BR-V,2016,1.2,Electric,Manual,125306,Truck,RWD,2768390
Honda,Civic,2014,2.7,Petrol,Manual,149176,Truck,AWD,5822596
Suzuki,Cultus,2007,3.0,Hybrid,Manual,121607,Hatchback,FWD,3800581
Honda,City,2011,3.8,Diesel,CVT,188154,SUV,FWD,7418777
Toyota,Fortuner,2015,1.1,Hybrid,Manual,33698,Hatchback,FWD,4448589
Honda,Civic,2019,1.5,Petrol,Manual,44055,Truck,RWD,7163348
Hyundai,Sonata,2011,3.4,Electric,CVT,54170,Truck,FWD,2447674
Honda,City,2014,1.4,Diesel,Automatic,44296,Sedan,RWD,7035047
Kia,Picanto,2012,3.9,Electric,Automatic,106679,Hatchback,RWD,4737761
Kia,Sportage,2019,0.8,Diesel,CVT,59324,Truck,RWD,4638805
Hyundai,Elantra,2015,1.9,Petrol,CVT,121458,Hatchback,FWD,6647657
Honda,BR-V,2007,2.2,Electric,Automatic,147528,Truck,FWD,5057695
Kia,Sportage,2019,1.7,Electric,Automatic,10887,Sedan,FWD,3448854
Hyundai,Elantra,2018,3.5,Diesel,Automatic,170398,Hatchback,AWD,5239700
Suzuki,Cultus,2016,1.6,Electric,Manual,59971,Truck,RWD,4167161
Honda,BR-V,2022,1.0,Electric,CVT,20939,Hatchback,AWD,6092108
Honda,City,2010,2.8,Diesel,Automatic,83946,Sedan,RWD,3653401
Kia,Picanto,2009,2.6,Hybrid,CVT,76439,Hatchback,FWD,1053230
Kia,Picanto,2016,2.4,Electric,Manual,5691,Hatchback,FWD,2901624
Toyota,Corolla,2023,1.0,Petrol,Automatic,77293,Hatchback,FWD,5488275
Toyota,Corolla,2008,1.0,Petrol,CVT,103679,Hatchback,AWD,1047793
Hyundai,Tucson,2008,1.0,Diesel,Automatic,35365,Hatchback,FWD,6479957
Hyundai,Elantra,2010,3.2,Electric,CVT,63551,Hatchback,FWD,3307292
Hyundai,Sonata,2018,1.6,Hybrid,Manual,123823,Sedan,RWD,3343287
Suzuki,WagonR,2018,3.3,Hybrid,Automatic,114853,Sedan,FWD,2617245
Toyota,Corolla,2007,1.0,Electric,Manual,129962,Truck,AWD,5848859
Toyota,Corolla,2008,2.8,Hybrid,Automatic,106754,Truck,AWD,947835
Honda,Civic,2008,3.0,Petrol,Manual,68631,SUV,FWD,5008660
Toyota,Yaris,2011,2.9,Hybrid,CVT,31915,SUV,AWD,1697087
Suzuki,Swift,2009,2.1,Petrol,Manual,187609,SUV,RWD,1544659
Honda,City,2012,1.5,Petrol,Automatic,21192,Truck,RWD,1754437
Kia,Sportage,2009,1.2,Hybrid,CVT,146956,Truck,AWD,6668561
Kia,Sportage,2016,2.1,Petrol,Manual,138412,Truck,AWD,5999549
Suzuki,Cultus,2021,1.0,Hybrid,Automatic,157792,Truck,FWD,3443205
Kia,Cerato,2008,3.3,Diesel,Manual,14494,SUV,FWD,4772214
Suzuki,Cultus,2008,1.6,Petrol,Manual,23349,SUV,AWD,2578679
Hyundai,Sonata,2016,2.6,Diesel,CVT,199075,Hatchback,RWD,5151032
Kia,Sportage,2017,3.4,Electric,CVT,82065,Sedan,AWD,2068328
Suzuki,Cultus,2019,1.7,Petrol,Automatic,199000,Hatchback,FWD,957840
Toyota,Fortuner,2019,3.0,Hybrid,Automatic,193911,SUV,RWD,955363
Toyota,Corolla,2023,3.8,Diesel,CVT,127409,SUV,RWD,7574685
Kia,Picanto,2011,3.2,Hybrid,Manual,60175,Sedan,FWD,1679510
Hyundai,Elantra,2005,3.2,Hybrid,Automatic,195846,Truck,FWD,6465005
Honda,Civic,2023,3.7,Hybrid,CVT,164801,Hatchback,FWD,2842379
Kia,Cerato,2007,1.7,Electric,Automatic,146347,Sedan,AWD,3087301
Honda,BR-V,2009,0.8,Diesel,Manual,20178,SUV,AWD,4250145
Hyundai,Sonata,2020,3.3,Petrol,Manual,122978,SUV,FWD,6963121
Honda,BR-V,2021,2.4,Electric,CVT,24092,Sedan,RWD,5858266
Kia,Sportage,2015,2.2,Electric,CVT,143254,Sedan,FWD,2231944
Toyota,Corolla,2019,1.5,Electric,CVT,113806,SUV,AWD,3013035
Honda,City,2005,2.0,Electric,Manual,20999,Truck,AWD,4304585
Suzuki,Cultus,2014,0.9,Diesel,Manual,178867,SUV,FWD,2667173
Suzuki,Cultus,2012,2.3,Diesel,Automatic,177768,Hatchback,FWD,6660190
Hyundai,Elantra,2020,1.0,Petrol,Automatic,128542,Sedan,AWD,6736513
Toyota,Fortuner,2017,3.6,Electric,Manual,142871,Hatchback,RWD,3128358
Honda,Accord,2014,1.6,Hybrid,Manual,114569,SUV,FWD,4973833
Suzuki,Cultus,2012,3.2,Hybrid,Manual,58898,Truck,AWD,1407515
Honda,Civic,2009,3.7,Electric,CVT,128498,Hatchback,FWD,4951487
Toyota,Camry,2007,1.6,Hybrid,Automatic,166373,Hatchback,RWD,6928775
Honda,Accord,2015,2.1,Electric,Manual,110724,Truck,AWD,4022455
Toyota,Fortuner,2015,0.9,Hybrid,Automatic,82290,SUV,RWD,5891989
Hyundai,Tucson,2021,2.1,Electric,Manual,181373,SUV,AWD,1057898
Toyota,Camry,2021,2.8,Electric,CVT,160582,Truck,RWD,7754015
Hyundai,Sonata,2014,1.7,Hybrid,Manual,75843,Sedan,AWD,6893583
Honda,Civic,2021,1.6,Diesel,Automatic,167452,Sedan,AWD,4183111
Honda,Civic,2006,3.0,Electric,Automatic,152257,Truck,AWD,6390930
Toyota,Yaris,2015,1.0,Petrol,Automatic,7472,SUV,RWD,2806008
Kia,Sportage,2014,1.5,Diesel,Automatic,166041,Truck,AWD,2529285
Honda,Civic,2008,4.0,Electric,CVT,184181,Sedan,RWD,6786563
Hyundai,Tucson,2011,1.4,Electric,CVT,120434,Hatchback,AWD,2648551
Toyota,Camry,2010,2.6,Petrol,CVT,93079,Hatchback,RWD,2969155
Suzuki,Swift,2023,4.0,Petrol,Automatic,39484,Truck,RWD,7828175
Suzuki,WagonR,2007,0.9,Petrol,Automatic,91630,Hatchback,FWD,2691328
Honda,Civic,2018,2.8,Electric,CVT,128822,Hatchback,FWD,1971830
Hyundai,Tucson,2017,3.8,Petrol,CVT,187132,Truck,AWD,7841869
Hyundai,Elantra,2008,1.2,Diesel,Automatic,97383,Sedan,RWD,7667343
Toyota,Yaris,2014,2.8,Hybrid,CVT,199036,Truck,RWD,6503755
Toyota,Camry,2021,1.4,Electric,Manual,56709,Sedan,FWD,5105287
Kia,Cerato,2011,2.1,Electric,CVT,106479,Hatchback,FWD,3781617
Hyundai,Elantra,2012,2.1,Petrol,Automatic,103049,SUV,AWD,2639269
Toyota,Corolla,2009,3.2,Electric,Manual,64886,Sedan,RWD,2765465
Kia,Cerato,2014,2.4,Petrol,CVT,59232,Sedan,AWD,2220403
Suzuki,WagonR,2015,2.2,Diesel,Automatic,102448,SUV,RWD,2816852
Honda,BR-V,2023,2.8,Diesel,Manual,136118,SUV,RWD,7587959
Kia,Cerato,2023,2.1,Hybrid,Automatic,37520,Hatchback,FWD,3256352
Toyota,Yaris,2006,2.7,Petrol,CVT,179627,SUV,AWD,875450
Toyota,Corolla,2022,1.4,Electric,CVT,127404,Sedan,AWD,2158361
Toyota,Corolla,2010,0.9,Petrol,Manual,31343,Truck,RWD,7987461
Kia,Picanto,2022,2.2,Electric,CVT,109104,SUV,FWD,4077313
Kia,Picanto,2017,2.2,Petrol,CVT,194479,Sedan,FWD,4933766
Hyundai,Elantra,2012,2.1,Petrol,CVT,32006,Truck,FWD,3051334
Suzuki,WagonR,2013,1.9,Petrol,CVT,63598,Hatchback,AWD,7428454
Toyota,Camry,2017,3.2,Diesel,Manual,28329,Truck,RWD,2812877
Kia,Picanto,2012,3.7,Electric,CVT,91979,Sedan,AWD,6858257
Honda,Civic,2014,3.1,Petrol,Manual,182601,Sedan,RWD,2504992
Hyundai,Sonata,2023,3.0,Hybrid,Automatic,159223,SUV,RWD,2453910
Suzuki,Cultus,2010,3.0,Electric,Manual,188085,Truck,AWD,5935523
Kia,Cerato,2013,3.5,Diesel,Automatic,162555,Truck,FWD,3659845
Toyota,Corolla,2006,1.4,Petrol,Automatic,186223,SUV,FWD,1816376
Toyota,Fortuner,2021,1.3,Diesel,CVT,53088,Sedan,AWD,2193592
Hyundai,Sonata,2008,3.0,Electric,Manual,88968,Sedan,FWD,4305389
Hyundai,Elantra,2010,2.7,Petrol,Manual,24140,Hatchback,RWD,3580137
Toyota,Yaris,2017,2.9,Hybrid,Automatic,47194,Truck,AWD,992584
Honda,BR-V,2012,1.3,Diesel,CVT,74032,Sedan,AWD,4322159
Hyundai,Tucson,2009,1.4,Petrol,Manual,170754,SUV,RWD,7432792
Suzuki,Alto,2012,2.0,Diesel,CVT,139486,Sedan,FWD,4507001
Honda,Accord,2021,1.6,Diesel,Manual,17161,Truck,RWD,5221636
Suzuki,Cultus,2011,1.2,Diesel,CVT,75377,Hatchback,FWD,1310058
Honda,Civic,2022,1.5,Diesel,Automatic,139616,Hatchback,AWD,4902794
Honda,BR-V,2021,2.2,Electric,CVT,123921,SUV,FWD,4194989
Toyota,Fortuner,2005,3.6,Diesel,Manual,146740,Hatchback,FWD,7816166
Toyota,Corolla,2005,2.1,Diesel,Manual,117199,Hatchback,RWD,6811844
Kia,Picanto,2012,1.9,Petrol,CVT,55702,Sedan,RWD,1612921
Honda,Accord,2016,1.8,Hybrid,Manual,68635,Sedan,RWD,2059900
Toyota,Yaris,2016,1.9,Petrol,CVT,114578,SUV,RWD,6906368
Kia,Cerato,2008,1.7,Petrol,Automatic,184384,Truck,AWD,5099598
Suzuki,Cultus,2006,2.0,Electric,CVT,58290,Truck,RWD,1210515
Hyundai,Tucson,2005,3.7,Diesel,Manual,125282,SUV,FWD,1548746
Suzuki,Cultus,2009,3.4,Diesel,Automatic,17704,Truck,FWD,1930199
Toyota,Camry,2018,2.8,Diesel,CVT,159631,SUV,AWD,3287657
Honda,BR-V,2015,3.9,Petrol,Manual,177058,SUV,RWD,3874526
Hyundai,Sonata,2023,3.9,Petrol,Automatic,134339,Hatchback,FWD,6086564
Toyota,Corolla,2014,2.6,Hybrid,Automatic,55952,Hatchback,AWD,3255236
Hyundai,Tucson,2006,3.8,Electric,Automatic,148880,Sedan,FWD,2719267
Kia,Sportage,2007,2.4,Petrol,CVT,196032,Hatchback,FWD,875504
Toyota,Fortuner,2017,2.3,Petrol,CVT,14932,SUV,FWD,7685948
Suzuki,Alto,2012,1.4,Electric,Manual,5736,Truck,RWD,4443296
Kia,Picanto,2009,0.8,Diesel,Manual,86724,Hatchback,AWD,2458657
Kia,Cerato,2019,3.9,Diesel,CVT,81206,SUV,AWD,6101590
Kia,Picanto,2021,3.6,Hybrid,Automatic,114334,Hatchback,FWD,6904127
Hyundai,Tucson,2022,3.6,Diesel,Automatic,111911,Hatchback,RWD,4671709
Toyota,Fortuner,2011,2.9,Diesel,Automatic,74898,Sedan,FWD,887920
Honda,City,2006,3.2,Electric,Manual,186037,Hatchback,RWD,7697447
Honda,City,2018,3.4,Electric,Automatic,22769,Hatchback,RWD,1246126
Kia,Cerato,2017,1.8,Petrol,CVT,41710,Truck,AWD,2841656
Honda,Accord,2015,1.4,Diesel,Manual,128226,Sedan,AWD,3730271
Honda,City,2021,1.7,Diesel,Manual,111181,Truck,AWD,4867804
Kia,Sportage,2023,2.2,Petrol,CVT,149089,SUV,AWD,3366196
Honda,Accord,2019,1.4,Petrol,CVT,160287,Hatchback,FWD,4714244
Toyota,Camry,2008,2.9,Electric,Automatic,166580,SUV,AWD,5293819
Suzuki,Swift,2013,2.4,Electric,CVT,172458,Truck,FWD,3210640
Hyundai,Tucson,2007,1.1,Diesel,CVT,184040,Truck,FWD,1657897
Toyota,Corolla,2006,1.8,Electric,Automatic,33492,SUV,FWD,1432765
Toyota,Camry,2014,1.8,Hybrid,CVT,119393,Sedan,RWD,7080250
Kia,Cerato,2010,1.7,Hybrid,Automatic,24513,Hatchback,RWD,7689810
Kia,Sportage,2015,2.9,Petrol,Automatic,101859,Truck,AWD,6766770
Toyota,Corolla,2014,3.9,Petrol,Manual,98816,Truck,AWD,6136504
Honda,City,2012,2.4,Petrol,Manual,157948,Truck,RWD,2684008
Hyundai,Elantra,2017,1.8,Electric,Automatic,151344,Truck,AWD,4925026
Hyundai,Tucson,2013,3.6,Diesel,Manual,141495,Hatchback,RWD,2034526
Suzuki,Swift,2012,3.1,Hybrid,CVT,34825,SUV,FWD,1099438
Hyundai,Elantra,2012,4.0,Hybrid,CVT,74557,Sedan,AWD,7501581
Toyota,Camry,2017,2.3,Hybrid,Manual,121528,Sedan,AWD,2553273
Toyota,Corolla,2010,3.8,Electric,Manual,169651,SUV,RWD,3665630
Honda,Civic,2023,1.0,Diesel,CVT,95161,Hatchback,RWD,1250852
Toyota,Corolla,2016,1.6,Petrol,Automatic,45816,Truck,RWD,4329750
Kia,Cerato,2008,2.7,Electric,Manual,32389,Hatchback,AWD,7372037
Kia,Cerato,2022,2.8,Electric,Automatic,80360,Sedan,AWD,5063255
Suzuki,WagonR,2021,4.0,Petrol,Automatic,113907,Hatchback,FWD,6051427
Toyota,Yaris,2014,1.1,Diesel,CVT,127330,Sedan,FWD,7150321
Suzuki,WagonR,2020,3.9,Petrol,Manual,185467,SUV,AWD,2998000
Toyota,Yaris,2009,3.9,Diesel,Manual,14601,Sedan,FWD,4178368
Suzuki,WagonR,2012,3.3,Diesel,Automatic,96264,Truck,FWD,5732762
Hyundai,Sonata,2021,2.0,Electric,Manual,19223,Hatchback,AWD,5194217
Honda,Civic,2009,2.3,Hybrid,Manual,58882,Hatchback,RWD,4015876
Honda,Accord,2011,1.4,Hybrid,Manual,176987,Truck,AWD,7797515
Hyundai,Sonata,2014,0.9,Hybrid,Manual,191565,Sedan,AWD,4184261
Hyundai,Sonata,2006,1.1,Electric,CVT,88886,Sedan,RWD,7011663
Honda,Accord,2013,3.0,Diesel,CVT,186207,Truck,FWD,1484009
Toyota,Yaris,2013,1.9,Electric,Manual,33960,SUV,AWD,1062466
Hyundai,Sonata,2014,2.8,Petrol,Manual,196824,Hatchback,FWD,6201763
Honda,City,2008,0.9,Diesel,Manual,154747,SUV,RWD,2218073
Suzuki,Cultus,2009,1.9,Petrol,Automatic,32739,Hatchback,AWD,4839440
Suzuki,WagonR,2017,2.4,Diesel,Manual,24764,Truck,RWD,1236187
Hyundai,Tucson,2008,1.8,Diesel,Manual,34950,Hatchback,RWD,801285
Toyota,Corolla,2021,2.8,Petrol,CVT,56210,Sedan,FWD,6990945
Toyota,Camry,2021,2.7,Diesel,Manual,72129,Sedan,FWD,2825057
Honda,Civic,2015,2.8,Petrol,Manual,34264,Truck,FWD,6678224
Honda,Accord,2022,2.6,Petrol,Manual,180703,Truck,FWD,1667651
